# step msd_x msd_y msd_z msd_total (Ang^2)
# TimeStep c_msd_Na[1] c_msd_Na[2] c_msd_Na[3] c_msd_Na[4]
28900 16.0333 14.6653 17.0639 47.7625
29000 15.861 16.1179 16.542 48.5209
29100 16.1386 16.1873 16.2475 48.5735
29200 16.1162 16.4844 16.3203 48.9209
29300 16.6183 15.2084 16.9509 48.7776
29400 16.8269 15.8513 16.6959 49.3741
29500 16.4616 16.961 17.0968 50.5194
29600 16.461 17.8277 16.5572 50.8459
29700 16.8533 17.4738 16.1733 50.5003
29800 16.9226 17.3115 16.097 50.3311
29900 17.7133 17.0331 15.95 50.6964
30000 17.597 17.1739 16.0629 50.8337
30100 17.8148 17.8505 17.0766 52.7419
30200 17.574 18.0109 17.0549 52.6397
30300 16.6074 16.808 16.9327 50.3481
30400 17.0503 17.4917 16.5837 51.1256
30500 17.704 17.4545 16.1485 51.3069
30600 17.6153 17.3185 16.4049 51.3386
30700 18.1883 16.9476 15.8907 51.0266
30800 18.6582 17.1168 16.5248 52.2997
30900 18.1914 17.7456 16.3923 52.3294
31000 18.2516 17.6916 16.6682 52.6114
31100 18.0421 17.5865 16.1225 51.7511
31200 17.9203 17.2312 16.394 51.5454
31300 18.2694 17.4473 16.7537 52.4704
31400 18.0492 16.9179 16.9284 51.8955
31500 17.9607 16.5522 16.8491 51.362
31600 18.1381 16.6902 17.3892 52.2175
31700 18.2594 17.0633 17.5493 52.872
31800 17.5019 16.4533 17.9114 51.8666
31900 18.1565 16.4029 17.2559 51.8154
32000 17.7483 17.1149 17.6766 52.5398
32100 17.5268 16.5238 17.2665 51.3172
32200 18.1488 17.5925 17.3635 53.1048
32300 18.7704 17.0021 17.5514 53.324
32400 18.819 17.8835 18.0605 54.763
32500 18.8811 17.7927 17.9435 54.6173
32600 18.8423 18.1212 17.4965 54.46
32700 18.7146 17.9296 17.4497 54.094
32800 18.7248 18.0258 16.9959 53.7465
32900 18.8577 17.2718 17.0566 53.186
33000 18.7521 17.6564 17.2611 53.6697
33100 18.1996 17.7414 17.2951 53.2361
33200 18.7559 17.0795 17.4704 53.3058
33300 19.1923 17.2045 17.1497 53.5466
33400 19.3858 17.3815 17.3028 54.0702
33500 19.0325 17.4238 16.7194 53.1756
33600 19.7857 18.0161 17.3057 55.1075
33700 20.132 18.5073 17.7178 56.3571
33800 19.4452 17.9148 17.624 54.9841
33900 18.3726 17.7552 17.1817 53.3095
34000 19.7263 17.8122 17.1069 54.6455
34100 18.8371 16.9784 17.2889 53.1044
34200 18.353 17.3717 17.5349 53.2596
34300 18.419 17.4375 16.9427 52.7992
34400 19.11 17.4272 17.4056 53.9428
34500 18.4951 17.4701 17.1011 53.0663
34600 17.9341 17.7694 16.7534 52.4568
34700 18.8258 18.2803 17.0816 54.1878
34800 19.5954 18.0632 18.0892 55.7479
34900 20.0146 18.4612 17.7042 56.18
35000 19.6569 18.2647 17.4584 55.3799
35100 19.4531 18.5795 18.0949 56.1275
35200 19.6554 18.664 17.7197 56.0391
35300 19.9025 17.9159 18.4132 56.2316
35400 19.0989 17.9685 18.559 55.6264
35500 19.4152 18.5561 17.8476 55.8189
35600 19.5973 18.5624 17.8993 56.059
35700 20.5341 17.9063 18.8715 57.312
35800 20.4422 18.1815 18.0214 56.645
35900 20.4764 18.6068 18.3201 57.4033
36000 19.5361 17.8007 17.9741 55.3108
36100 20.5475 18.3891 17.6996 56.6362
36200 20.506 18.8983 17.769 57.1733
36300 21.0396 18.557 17.6788 57.2754
36400 20.3698 18.2941 18.4695 57.1334
36500 20.9442 18.8974 17.9205 57.7621
36600 20.0014 18.2437 18.3801 56.6252
36700 20.4077 18.2818 17.8657 56.5552
36800 20.7859 18.3073 17.7933 56.8864
36900 20.5855 18.7162 17.9178 57.2195
37000 20.3302 18.2391 17.6711 56.2404
37100 20.8999 18.3593 18.743 58.0023
37200 20.8653 18.1124 18.6349 57.6126
37300 21.1913 18.6209 18.0861 57.8982
37400 21.3337 18.6606 18.6681 58.6625
37500 21.3314 18.7726 19.1062 59.2101
37600 21.5969 19.2294 19.5386 60.3649
37700 22.2076 18.8625 19.1495 60.2197
37800 22.8963 18.1721 19.3322 60.4005
37900 22.6892 18.2027 19.3225 60.2144
38000 21.3845 18.1938 19.7064 59.2848
38100 22.2433 18.7815 20.1067 61.1316
38200 21.9674 18.1231 21.1864 61.2769
38300 22.9426 18.2432 20.9264 62.1122
38400 23.0954 18.4909 21.0685 62.6549
38500 23.5253 19.1773 21.1163 63.8189
38600 22.5171 19.4699 20.5622 62.5492
38700 22.8507 19.5401 21.1077 63.4985
38800 23.1204 19.5497 21.4442 64.1144
38900 23.7591 18.9441 21.0991 63.8023
39000 23.6027 18.4195 20.9337 62.9559
39100 22.7592 18.9261 21.8301 63.5154
39200 22.6898 18.3507 21.1764 62.217
39300 23.3616 18.3929 21.7362 63.4907
39400 23.0457 18.8126 21.159 63.0173
39500 23.4562 18.8224 20.7613 63.0398
39600 23.1868 18.0131 21.5968 62.7967
39700 22.5344 18.543 21.0057 62.0831
39800 22.4837 18.0921 20.3112 60.887
39900 23.4708 18.3876 20.8538 62.7122
40000 23.0025 18.6313 21.2001 62.834
40100 23.195 19.1376 20.3944 62.727
40200 23.5178 17.8725 21.4349 62.8251
40300 23.874 19.4481 20.87 64.1921
40400 23.3069 19.3427 20.8135 63.4631
40500 23.7071 19.8691 20.8051 64.3813
40600 22.8191 19.917 20.1984 62.9345
40700 23.0181 19.8689 20.3841 63.2711
40800 23.1565 19.6232 19.9261 62.7058
40900 23.4314 20.1479 20.284 63.8633
41000 23.8326 19.0058 20.6784 63.5168
41100 23.1522 20.2421 20.1188 63.5131
41200 23.2508 20.3431 20.3218 63.9157
41300 22.7254 20.5148 20.4294 63.6696
41400 22.9925 20.2049 21.0827 64.2801
41500 23.0551 20.4136 20.5572 64.0258
41600 23.2903 20.112 20.7768 64.1791
41700 23.5928 20.7043 20.81 65.1071
41800 23.9594 19.8118 20.4903 64.2616
41900 23.3074 19.6882 20.3361 63.3317
42000 24.0499 20.147 20.3985 64.5954
42100 23.6491 19.9346 21.0793 64.6631
42200 23.6984 20.1244 20.9385 64.7613
42300 23.9472 19.3178 20.6066 63.8715
42400 24.0767 19.981 20.5072 64.565
42500 24.4446 20.502 20.104 65.0507
42600 23.4238 21.6357 20.8733 65.9328
42700 23.2427 21.5718 21.0488 65.8633
42800 23.914 21.3444 20.3042 65.5626
42900 24.1003 21.4259 20.7309 66.2571
43000 24.737 21.6823 20.9032 67.3225
43100 24.2535 21.5877 21.3777 67.219
43200 24.2833 21.6016 20.8725 66.7575
43300 24.1825 22.2085 20.9173 67.3083
43400 24.081 22.3876 21.3938 67.8624
43500 24.5976 21.9038 20.822 67.3233
43600 24.6033 22.3913 20.7418 67.7364
43700 23.7073 22.9707 21.2455 67.9235
43800 23.8564 22.0594 21.1594 67.0752
43900 24.236 22.1698 22.1755 68.5813
44000 25.2171 22.455 21.3852 69.0573
44100 24.8804 22.7048 21.3043 68.8896
44200 24.853 22.0261 21.8798 68.7588
44300 24.6703 22.7473 21.6782 69.0959
44400 23.9719 22.2223 22.4064 68.6007
44500 24.4759 22.4305 22.0585 68.9649
44600 24.0737 22.0971 22.2624 68.4331
44700 24.6791 22.2329 22.0117 68.9238
44800 25.2477 21.0908 21.8157 68.1541
44900 24.6235 21.6724 22.5514 68.8473
45000 25.0191 21.7766 22.0008 68.7966
45100 24.9541 21.7394 22.3934 69.087
45200 24.83 21.9452 22.409 69.1842
45300 25.5813 21.9782 21.8954 69.4549
45400 25.5419 21.3507 21.6499 68.5425
45500 25.54 22.1713 21.9549 69.6661
45600 24.9843 22.1241 21.4943 68.6026
45700 24.7305 21.8141 21.1157 67.6604
45800 24.8246 22.6126 21.7601 69.1973
45900 24.8786 23.1687 21.3667 69.414
46000 24.8329 22.9686 21.7803 69.5818
46100 25.0038 23.3034 22.1741 70.4813
46200 24.9564 22.8781 21.829 69.6635
46300 25.5847 23.4298 22.2658 71.2803
46400 25.7743 23.3856 22.1308 71.2908
46500 25.8428 23.3403 21.0213 70.2044
46600 26.6881 23.4431 22.3026 72.4338
46700 26.4171 23.1882 21.7267 71.332
46800 25.8694 23.9785 21.8861 71.7339
46900 25.6254 23.2474 21.7929 70.6656
47000 25.5232 23.9361 21.8236 71.2829
47100 25.6649 23.682 22.2581 71.605
47200 26.251 23.7121 22.8142 72.7773
47300 26.8356 23.6159 22.2901 72.7415
47400 26.4271 23.4447 23.4538 73.3256
47500 26.1559 23.6083 23.2291 72.9933
47600 26.4498 23.0355 22.5934 72.0787
47700 25.7856 22.4623 23.0384 71.2863
47800 26.0351 22.9992 22.3479 71.3823
47900 26.086 23.356 22.6916 72.1336
48000 25.9236 22.2229 23.6273 71.7737
48100 26.6743 22.8226 23.5696 73.0665
48200 27.0237 23.7436 23.5044 74.2718
48300 27.2138 23.1214 24.5354 74.8706
48400 26.5168 23.2787 24.7564 74.5519
48500 27.619 23.7922 25.2767 76.6878
48600 26.9773 24.0755 25.5489 76.6017
48700 26.6701 24.0502 25.4297 76.15
48800 26.7404 24.7958 25.929 77.4652
48900 26.3333 24.9589 26.1357 77.428
49000 26.3026 25.3751 26.2769 77.9546
49100 26.5051 24.7626 26.7222 77.9899
49200 26.6656 25.549 26.5259 78.7405
49300 26.3252 25.2404 25.9002 77.4658
49400 27.115 25.3166 26.2608 78.6923
49500 27.1428 25.1506 25.7847 78.078
49600 26.6429 25.4241 26.4383 78.5052
49700 25.6395 25.3889 26.3551 77.3835
49800 25.5389 24.906 26.8453 77.2903
49900 25.7698 25.6109 26.5119 77.8926
50000 26.1206 25.612 26.7578 78.4904
50100 25.9698 25.9508 26.3407 78.2614
50200 27.4459 26.1842 26.215 79.845
50300 27.0693 25.9908 26.6724 79.7325
50400 26.763 25.8146 27.1836 79.7611
50500 26.1588 25.9466 26.8418 78.9472
50600 26.3529 26.5249 26.7483 79.6261
50700 26.7616 27.4651 26.6741 80.9007
50800 26.4226 27.2211 26.7605 80.4042
50900 26.4571 27.5414 27.3003 81.2988
51000 26.4254 27.1343 27.2206 80.7803
51100 26.811 26.5378 26.9149 80.2637
51200 27.3857 26.9286 27.5568 81.8712
51300 26.6478 26.6517 27.5928 80.8923
51400 27.4425 26.6978 27.159 81.2993
51500 26.848 26.1409 27.1687 80.1576
51600 26.9324 25.9586 27.7279 80.619
51700 28.6546 26.8041 27.1919 82.6506
51800 30.1069 28.4261 27.504 86.0369
51900 28.9156 28.4078 27.8778 85.2012
52000 30.3948 29.4321 26.6314 86.4584
52100 28.8179 29.0083 26.0913 83.9176
52200 30.3256 28.4546 26.4837 85.2639
52300 29.9444 28.82 26.7676 85.5319
52400 30.1853 28.3998 27.4347 86.0197
52500 29.7066 29.2629 26.9741 85.9435
52600 29.6897 29.1755 27.6954 86.5606
52700 30.0608 29.454 28.2454 87.7603
52800 30.0099 29.6065 28.197 87.8134
52900 29.5734 30.0149 28.3163 87.9047
53000 29.5289 29.9824 28.0692 87.5804
53100 28.7605 30.8217 28.8858 88.468
53200 29.0162 30.7225 28.2532 87.9919
53300 29.5703 30.584 29.2185 89.3728
53400 29.577 30.0886 28.9806 88.6462
53500 29.4015 30.919 28.7795 89.1
53600 29.7844 30.2815 28.81 88.8759
53700 29.6007 30.7488 29.4466 89.796
53800 29.5806 31.3364 29.7972 90.7142
53900 29.3405 30.4937 29.5349 89.3691
54000 29.0492 31.4474 29.4309 89.9276
54100 28.9273 31.2823 29.6561 89.8657
54200 29.0095 31.3471 28.9383 89.2949
54300 29.9509 30.8924 28.9452 89.7885
54400 30.3524 31.7198 29.0455 91.1177
54500 30.3743 31.4948 28.501 90.3701
54600 30.1821 31.7549 27.884 89.821
54700 30.6467 31.2275 28.0791 89.9533
54800 30.4501 32.4084 28.2511 91.1096
54900 30.2677 31.7437 28.2465 90.258
55000 30.4024 31.8702 28.7014 90.974
55100 30.2481 32.5979 28.2893 91.1352
55200 29.5953 31.635 29.1865 90.4169
55300 30.261 31.4369 29.358 91.0559
55400 30.8619 31.1719 30.27 92.3039
55500 30.1106 31.4551 30.179 91.7447
55600 30.5839 31.7648 29.513 91.8617
55700 31.099 31.1877 29.8857 92.1724
55800 30.8238 31.4135 30.8088 93.0461
55900 31.3909 32.4812 29.7888 93.6609
56000 31.1395 32.6601 30.1914 93.991
56100 31.401 33.5994 31.4705 96.471
56200 31.5405 33.2414 31.9783 96.7602
56300 31.1445 33.5855 32.2095 96.9395
56400 32.0268 33.2658 31.9733 97.2659
56500 31.7033 33.8712 32.5573 98.1318
56600 31.5814 33.9858 32.1094 97.6766
56700 31.8993 33.7959 32.3002 97.9953
56800 32.4971 33.9529 32.5649 99.0149
56900 32.1318 32.889 32.7021 97.723
57000 31.1413 33.6672 32.1736 96.9821
57100 31.4835 33.3954 31.3492 96.2281
57200 30.3349 34.6005 32.4652 97.4006
57300 30.7581 33.3127 31.2588 95.3295
57400 31.706 33.63 31.8085 97.1445
57500 31.6072 34.3692 31.7044 97.6807
57600 31.3768 34.2776 32.0291 97.6834
57700 31.9838 34.6436 32.1693 98.7967
57800 31.9179 33.8399 32.458 98.2157
57900 31.2864 33.6497 31.926 96.8621
58000 31.6649 34.5891 32.7533 99.0072
58100 31.6303 34.8433 32.4016 98.8752
58200 31.9653 33.5273 32.7613 98.2539
58300 31.4105 33.7734 33.4394 98.6233
58400 31.7666 33.5648 33.3254 98.6568
58500 31.9804 34.5334 33.0376 99.5514
58600 32.3363 34.2269 33.072 99.6353
58700 32.0195 35.9554 33.261 101.236
58800 32.6091 35.5334 33.6037 101.746
58900 33.2139 35.1601 33.7394 102.113
59000 32.9899 34.4413 33.9256 101.357
59100 32.2725 34.7611 35.1611 102.195
59200 32.5254 35.0891 34.663 102.278
59300 33.1233 34.7403 34.8477 102.711
59400 32.3745 35.125 34.1284 101.628
59500 32.103 34.6935 34.7661 101.563
59600 33.4754 34.9042 34.4275 102.807
59700 33.0655 35.0529 34.225 102.343
59800 32.9855 35.5646 34.3076 102.858
59900 31.6404 34.9832 34.5119 101.135
60000 32.8165 35.6303 33.9703 102.417
60100 31.8977 35.9355 34.2215 102.055
60200 32.3225 34.3083 34.4552 101.086
60300 32.1989 35.9516 34.366 102.516
60400 32.8733 35.7341 34.9088 103.516
60500 31.9557 35.7859 34.324 102.066
60600 31.7658 34.4801 33.9943 100.24
60700 33.2187 34.7422 33.7456 101.706
60800 31.8169 35.5566 32.872 100.246
60900 31.9063 35.404 33.8429 101.153
61000 32.5519 35.3117 33.7596 101.623
61100 31.5345 34.7406 33.5309 99.806
