# step msd_x msd_y msd_z msd_total (Ang^2)
# TimeStep c_msd_Na[1] c_msd_Na[2] c_msd_Na[3] c_msd_Na[4]
35500 0.746771 1.08669 0.836594 2.67005
35600 0.774441 1.23209 0.807329 2.81386
35700 0.775671 1.02062 0.904271 2.70057
35800 0.838541 1.06851 0.899709 2.80676
35900 0.677575 1.04933 0.840779 2.56768
36000 0.656724 1.08815 0.920916 2.66579
36100 0.718258 0.935996 0.799194 2.45345
36200 0.745759 1.06614 0.826631 2.63853
36300 0.677192 0.977994 0.81682 2.47201
36400 0.753194 0.992597 0.843464 2.58926
36500 0.7597 1.03229 0.900314 2.6923
36600 0.805444 1.0817 0.893684 2.78083
36700 0.791875 1.05177 0.950487 2.79413
36800 0.702448 0.995466 0.860763 2.55868
36900 0.770671 0.973513 0.8921 2.63628
37000 0.68428 1.15404 0.821765 2.66009
37100 0.803297 1.10283 0.834503 2.74063
37200 0.743954 1.20339 0.796548 2.74389
37300 0.816112 1.14113 0.795668 2.75291
37400 0.768997 1.11353 0.880885 2.76341
37500 0.751533 1.10278 0.915387 2.7697
37600 0.69029 0.955529 0.788611 2.43443
37700 0.703931 1.05458 0.856077 2.61459
37800 0.809086 1.01534 0.876505 2.70093
37900 0.850419 1.11072 0.833715 2.79486
38000 0.823549 1.13445 0.913283 2.87128
38100 0.838084 1.03895 0.813835 2.69087
38200 0.850361 1.07549 0.81664 2.74249
38300 0.815306 1.19624 0.852288 2.86383
38400 0.789278 1.17364 0.819935 2.78286
38500 0.85932 1.12581 0.816175 2.8013
38600 0.840923 1.13035 0.866233 2.8375
38700 0.687478 1.08253 0.738706 2.50871
38800 0.740027 1.1247 0.858896 2.72363
38900 0.715368 1.1771 0.962867 2.85533
39000 0.711039 1.07572 0.917561 2.70432
39100 0.669143 1.09127 0.820988 2.5814
39200 0.707422 0.989181 0.845513 2.54212
39300 0.685373 1.16749 0.927938 2.7808
39400 0.673452 1.15117 0.894787 2.71941
39500 0.682223 1.128 0.946035 2.75626
39600 0.751984 1.11358 0.876353 2.74192
39700 0.73544 0.930414 0.897535 2.56339
39800 0.709014 1.00701 0.991202 2.70722
39900 0.706727 0.950153 0.885808 2.54269
40000 0.733489 1.02474 0.994329 2.75255
40100 0.804343 1.04231 0.858471 2.70513
40200 0.826094 1.07277 0.924443 2.82331
40300 0.751604 1.00883 0.897628 2.65806
40400 0.817908 0.957923 0.862138 2.63797
40500 0.772209 1.00133 0.908988 2.68252
40600 0.862114 1.01324 0.837843 2.7132
40700 0.895604 0.9996 0.968372 2.86358
40800 0.809349 1.08398 0.833589 2.72692
40900 0.73231 1.14227 0.847998 2.72258
41000 0.707382 1.13947 0.819067 2.66592
41100 0.708913 1.08259 0.901674 2.69317
41200 0.695015 1.10949 0.771919 2.57642
41300 0.735206 1.15094 0.848385 2.73453
41400 0.754091 1.13989 0.826601 2.72058
41500 0.724691 1.08887 0.839839 2.6534
41600 0.745348 1.04707 0.867127 2.65955
41700 0.738854 1.08942 0.768752 2.59703
41800 0.983196 1.15981 0.754212 2.89721
41900 0.895343 0.999865 0.857022 2.75223
42000 0.739217 1.16218 0.916251 2.81765
42100 0.705106 1.02557 0.909806 2.64048
42200 0.622373 1.13483 0.890908 2.64811
42300 0.768482 1.0061 0.869637 2.64422
42400 0.716552 1.08164 0.730483 2.52868
42500 0.784138 1.09464 0.910146 2.78893
42600 0.717998 0.927708 0.829986 2.47569
42700 0.678472 1.03161 0.852219 2.5623
42800 0.819875 1.06698 0.886858 2.77371
42900 0.769732 1.09631 0.897621 2.76366
43000 0.71402 1.02007 0.809742 2.54383
43100 0.851094 1.18948 0.873355 2.91393
43200 0.775892 1.1655 0.929626 2.87102
43300 0.724861 1.29927 0.894275 2.9184
43400 0.657233 1.05843 0.842437 2.5581
43500 0.709894 1.21141 0.951294 2.87259
43600 0.69379 1.21363 0.817108 2.72453
43700 0.724712 1.22168 1.05487 3.00126
43800 0.691656 1.11631 0.898986 2.70695
43900 0.711897 1.34045 0.963906 3.01626
44000 0.773298 1.16857 0.89693 2.8388
44100 0.693611 1.07204 1.0173 2.78296
44200 0.657575 1.10217 0.962572 2.72232
44300 0.752106 1.12804 0.931755 2.8119
44400 0.736258 1.12282 0.924441 2.78352
44500 0.738459 1.09997 0.88716 2.72559
44600 0.75554 0.982132 0.983814 2.72149
44700 0.768514 1.20773 0.998998 2.97524
44800 0.73836 0.985987 0.935202 2.65955
44900 0.774433 1.23137 0.916666 2.92247
45000 0.734757 1.1181 0.871728 2.72459
45100 0.717056 1.13441 0.93082 2.78229
45200 0.686811 1.02875 0.927865 2.64342
45300 0.710736 1.08407 0.835402 2.63021
45400 0.703836 0.965022 0.910947 2.57981
45500 0.633127 1.03769 0.880603 2.55142
45600 0.734993 1.01304 0.86841 2.61644
45700 0.643289 0.953127 0.944864 2.54128
45800 0.656351 1.02659 0.87892 2.56186
45900 0.699926 0.985361 0.88676 2.57205
46000 0.752247 0.945042 0.866577 2.56387
46100 0.665025 0.940184 0.843012 2.44822
46200 0.756668 1.06781 0.896954 2.72143
46300 0.797798 1.03655 0.834628 2.66897
46400 0.762922 1.01061 0.889109 2.66264
46500 0.877703 1.00615 1.01991 2.90377
46600 0.866444 1.07552 0.997711 2.93967
46700 0.723284 1.21475 0.918561 2.8566
46800 0.660323 1.11297 0.921975 2.69527
46900 0.747727 1.13718 0.889608 2.77452
47000 0.739407 0.97221 0.928694 2.64031
47100 0.740804 1.15204 0.8782 2.77105
47200 0.657692 1.0305 0.906794 2.59498
47300 0.766394 1.01451 0.816395 2.5973
47400 0.743809 1.09805 0.681193 2.52305
47500 0.687748 1.0812 0.73719 2.50614
47600 0.603079 1.10212 0.886706 2.5919
47700 0.62676 1.09816 0.925457 2.65038
47800 0.693843 1.02601 0.887117 2.60697
47900 0.786155 1.26814 0.94509 2.99939
48000 0.771954 1.03435 0.967977 2.77428
48100 0.703983 1.13737 0.851393 2.69275
48200 0.799428 1.10551 0.977669 2.8826
48300 0.659012 1.01599 0.834236 2.50924
48400 0.736405 1.14058 0.866482 2.74346
48500 0.769904 1.03189 0.952762 2.75456
48600 0.712599 0.979717 0.977336 2.66965
48700 0.708905 1.00817 0.929033 2.64611
48800 0.755442 1.03436 0.902752 2.69255
48900 0.686668 1.05241 0.776195 2.51528
49000 0.673652 0.987798 0.829878 2.49133
49100 0.795239 1.0886 0.860096 2.74394
49200 0.834897 1.1458 0.945127 2.92582
49300 0.82227 1.14105 0.964993 2.92831
49400 0.720486 1.10499 0.831863 2.65734
49500 0.764652 1.05535 0.857547 2.67755
49600 0.790016 1.17843 0.773772 2.74222
49700 0.809355 1.02494 0.966542 2.80084
49800 0.751291 1.15575 0.902537 2.80958
49900 0.853902 1.13396 0.908607 2.89647
50000 0.905285 1.09721 0.955544 2.95804
50100 0.758202 0.993078 0.914508 2.66579
50200 0.758227 1.08433 0.985347 2.8279
50300 0.665689 1.01763 0.880755 2.56408
50400 0.715317 0.991587 0.910559 2.61746
50500 0.774564 0.821972 0.85015 2.44669
50600 0.817429 0.999079 0.863352 2.67986
50700 0.778447 1.10113 0.973778 2.85336
50800 0.812617 1.04821 0.97252 2.83335
50900 0.721515 0.948157 0.909539 2.57921
51000 0.808206 0.924593 0.83946 2.57226
51100 0.64709 1.05973 0.778435 2.48525
51200 0.767638 1.08317 0.886963 2.73777
51300 0.900968 1.09725 0.912242 2.91046
51400 0.860026 1.2656 1.02816 3.15379
51500 0.812062 1.25522 0.939714 3.007
51600 0.738484 1.18669 0.784519 2.70969
51700 0.882588 1.24233 0.945069 3.06999
51800 0.786145 1.08788 0.977844 2.85187
51900 0.843873 1.05877 1.03805 2.94069
52000 0.900934 1.08822 0.99301 2.98216
52100 0.751736 1.04062 0.817407 2.60976
52200 0.750199 1.04061 0.848138 2.63895
52300 0.738748 1.22234 0.889905 2.85099
52400 0.750294 1.14107 0.847832 2.7392
52500 0.872423 1.09877 0.917133 2.88832
52600 0.662652 1.15694 0.924854 2.74444
52700 0.722034 1.13645 0.795229 2.65371
52800 0.728493 1.06135 0.838315 2.62816
52900 0.758135 1.09341 0.768932 2.62047
53000 0.792637 0.972208 0.690632 2.45548
53100 0.768475 0.976564 0.805909 2.55095
53200 0.75716 0.944099 0.792185 2.49344
53300 0.760834 0.996079 0.914346 2.67126
53400 0.776202 0.917378 0.892943 2.58652
53500 0.751489 1.00229 0.81803 2.57181
53600 0.74543 1.11158 0.937946 2.79495
53700 0.713304 0.946409 0.907053 2.56677
53800 0.741746 0.992357 0.975338 2.70944
53900 0.772776 1.09651 0.811539 2.68082
54000 0.854915 0.944811 0.939989 2.73972
54100 0.638616 0.840053 0.782575 2.26124
54200 0.644297 1.06903 0.920294 2.63362
54300 0.773815 1.17037 0.826915 2.7711
54400 0.733135 1.03181 0.870182 2.63512
54500 0.63798 1.01628 0.820235 2.4745
54600 0.705792 0.96841 0.846649 2.52085
54700 0.711612 1.03182 0.902767 2.6462
54800 0.65259 0.925144 0.871835 2.44957
54900 0.719325 1.08114 0.950033 2.7505
55000 0.634627 0.99625 0.891778 2.52265
55100 0.634718 0.974074 0.902662 2.51145
55200 0.818035 1.06424 0.947207 2.82948
55300 0.780411 1.00508 0.986576 2.77207
55400 0.764658 1.02641 1.05206 2.84312
55500 0.827525 1.14529 0.857652 2.83047
55600 0.738762 0.987489 0.944357 2.67061
55700 0.778346 1.02634 0.850792 2.65548
55800 0.904268 1.0606 0.7894 2.75426
55900 0.768053 0.936893 0.833079 2.53803
56000 0.871813 1.04174 1.01125 2.92481
56100 0.901427 1.02151 0.909121 2.83206
56200 0.821073 1.09175 1.02631 2.93913
56300 0.990599 1.2255 1.01958 3.23568
56400 1.04217 1.31103 1.21074 3.56394
56500 0.921498 1.24294 1.13327 3.29771
56600 0.911533 1.24449 1.15756 3.31358
56700 0.854974 1.40156 1.13496 3.39149
56800 0.891535 1.37947 1.0683 3.3393
56900 0.876575 1.42755 1.08445 3.38857
57000 0.827477 1.32655 1.22142 3.37545
57100 0.881512 1.30307 1.16256 3.34714
57200 0.780229 1.234 1.06142 3.07566
57300 0.788464 1.15375 1.07344 3.01565
57400 0.878289 1.24232 0.93782 3.05843
57500 0.878089 1.27776 1.00041 3.15625
57600 0.95412 1.22553 1.13241 3.31206
57700 0.84947 1.21431 1.10378 3.16757
57800 0.964613 1.35661 1.14366 3.46488
57900 0.801415 1.30345 1.01126 3.11612
58000 0.798715 1.35012 1.08327 3.23211
58100 0.784932 1.32889 1.19628 3.3101
58200 0.862237 1.32785 1.09511 3.2852
58300 0.881968 1.29003 1.04339 3.21539
58400 0.962493 1.37043 1.19731 3.53024
58500 0.903643 1.282 1.07092 3.25657
58600 0.834709 1.29965 1.03343 3.16779
58700 0.837118 1.29948 1.09552 3.23212
58800 0.954478 1.33734 1.11468 3.4065
58900 0.929296 1.25725 1.07958 3.26613
59000 0.92939 1.34041 1.07195 3.34175
59100 0.822104 1.28876 1.13448 3.24534
59200 0.904919 1.56198 1.14765 3.61455
59300 0.943598 1.28479 1.18884 3.41723
59400 0.802148 1.26707 1.14491 3.21413
59500 0.849222 1.28168 1.20301 3.33392
59600 0.969355 1.23723 1.13533 3.34191
59700 0.8805 1.32615 1.15895 3.36561
59800 0.917468 1.39486 1.04562 3.35795
59900 0.834211 1.27664 1.09788 3.20873
60000 0.923203 1.20887 1.19069 3.32277
60100 0.975419 1.25419 1.11224 3.34185
60200 0.9139 1.2233 1.21505 3.35226
