# step msd_x msd_y msd_z msd_total (Ang^2)
# TimeStep c_msd_Na[1] c_msd_Na[2] c_msd_Na[3] c_msd_Na[4]
21100 0.329525 0.30356 0.187718 0.820804
21200 0.272341 0.271293 0.23443 0.778064
21300 0.236052 0.284078 0.230965 0.751096
21400 0.27117 0.340233 0.255023 0.866426
21500 0.290761 0.325767 0.189934 0.806462
21600 0.299736 0.292402 0.200991 0.793129
21700 0.305265 0.246499 0.207102 0.758866
21800 0.232473 0.21913 0.180388 0.63199
21900 0.229477 0.221383 0.205618 0.656478
22000 0.222597 0.240986 0.206525 0.670108
22100 0.203782 0.21737 0.154941 0.576093
22200 0.233855 0.265602 0.226553 0.72601
22300 0.187397 0.24281 0.175 0.605207
22400 0.222436 0.263282 0.156704 0.642423
22500 0.246843 0.251747 0.20073 0.699321
22600 0.263556 0.320126 0.246077 0.829758
22700 0.23771 0.294288 0.198339 0.730336
22800 0.278216 0.270158 0.216491 0.764865
22900 0.212597 0.277019 0.226735 0.716351
23000 0.179616 0.255431 0.230083 0.665131
23100 0.237417 0.278006 0.231913 0.747335
23200 0.217857 0.264662 0.237335 0.719854
23300 0.20717 0.228084 0.227253 0.662507
23400 0.261882 0.281355 0.224961 0.768197
23500 0.257081 0.289852 0.207377 0.75431
23600 0.229594 0.319777 0.25575 0.805122
23700 0.207519 0.2128 0.216173 0.636491
23800 0.219129 0.219627 0.233136 0.671892
23900 0.273643 0.202533 0.180821 0.656997
24000 0.251583 0.237286 0.217724 0.706592
24100 0.225795 0.252478 0.182693 0.660966
24200 0.279329 0.229827 0.239328 0.748484
24300 0.277222 0.253488 0.228197 0.758906
24400 0.257092 0.244254 0.202557 0.703903
24500 0.213402 0.230075 0.193937 0.637415
24600 0.245812 0.229306 0.217508 0.692626
24700 0.223596 0.225794 0.21558 0.66497
24800 0.23264 0.239939 0.239273 0.711852
24900 0.222482 0.18957 0.265917 0.677969
25000 0.254796 0.209024 0.226647 0.690467
25100 0.27166 0.242648 0.227517 0.741825
25200 0.228005 0.231146 0.235302 0.694453
25300 0.29764 0.241257 0.212442 0.751338
25400 0.224397 0.288429 0.204722 0.717547
25500 0.227761 0.244902 0.238597 0.71126
25600 0.239006 0.261561 0.19149 0.692057
25700 0.22216 0.263499 0.21398 0.699639
25800 0.183687 0.257095 0.226135 0.666917
25900 0.206621 0.23792 0.213399 0.65794
26000 0.234429 0.321476 0.217558 0.773463
26100 0.245201 0.280592 0.218878 0.744672
26200 0.238035 0.279215 0.22104 0.73829
26300 0.207367 0.243065 0.258964 0.709397
26400 0.240791 0.249385 0.30352 0.793696
26500 0.239328 0.254274 0.296308 0.789911
26600 0.251381 0.256565 0.277569 0.785516
26700 0.206623 0.239042 0.248052 0.693717
26800 0.221008 0.22925 0.239115 0.689374
26900 0.216547 0.281472 0.276835 0.774855
27000 0.26766 0.324858 0.268847 0.861365
27100 0.258876 0.295236 0.240977 0.795089
27200 0.228893 0.279641 0.277841 0.786375
27300 0.279588 0.277475 0.235276 0.79234
27400 0.261276 0.296616 0.250517 0.808409
27500 0.258484 0.229737 0.229757 0.717979
27600 0.217682 0.262378 0.25584 0.735899
27700 0.215924 0.332012 0.307161 0.855097
27800 0.274616 0.238354 0.235563 0.748532
27900 0.22722 0.281577 0.210533 0.71933
28000 0.236528 0.276029 0.232069 0.744626
28100 0.248577 0.334006 0.223735 0.806318
28200 0.215204 0.248223 0.190299 0.653726
28300 0.27247 0.253165 0.214781 0.740415
28400 0.225839 0.238263 0.191268 0.65537
28500 0.242174 0.259191 0.246991 0.748356
28600 0.24995 0.27847 0.216182 0.744602
28700 0.19448 0.206797 0.177012 0.578289
28800 0.255331 0.260191 0.191818 0.707341
28900 0.234207 0.229502 0.24265 0.706359
29000 0.223038 0.256346 0.20135 0.680734
29100 0.239024 0.203154 0.179423 0.621601
29200 0.257543 0.216207 0.243535 0.717285
29300 0.251744 0.245729 0.231619 0.729092
29400 0.238922 0.173192 0.239889 0.652003
29500 0.216138 0.19518 0.192173 0.603491
29600 0.220333 0.184883 0.199513 0.604728
29700 0.222405 0.206011 0.233652 0.662068
29800 0.210294 0.193126 0.229078 0.632499
29900 0.23412 0.19859 0.198132 0.630841
30000 0.304116 0.26773 0.288282 0.860128
30100 0.234224 0.214495 0.202218 0.650937
30200 0.207321 0.172655 0.204644 0.58462
30300 0.266746 0.260787 0.266819 0.794352
30400 0.234204 0.19685 0.228956 0.660009
30500 0.265781 0.204721 0.219568 0.690071
30600 0.26645 0.259905 0.232443 0.758799
30700 0.240027 0.295808 0.216476 0.752311
30800 0.23678 0.277911 0.238201 0.752893
30900 0.288462 0.263963 0.215408 0.767833
31000 0.27034 0.319367 0.237094 0.826802
31100 0.220625 0.186045 0.165019 0.571688
31200 0.251438 0.26154 0.233489 0.746467
31300 0.250944 0.233833 0.211422 0.696198
31400 0.252498 0.269079 0.204038 0.725615
31500 0.247947 0.232609 0.177963 0.658519
31600 0.277211 0.212714 0.232586 0.722512
31700 0.257186 0.234004 0.237527 0.728717
31800 0.238267 0.211239 0.230021 0.679527
31900 0.23932 0.265027 0.18665 0.690998
32000 0.21706 0.221911 0.182132 0.621103
32100 0.225132 0.213673 0.193725 0.63253
32200 0.216389 0.225035 0.243267 0.68469
32300 0.244054 0.221949 0.208124 0.674126
32400 0.261896 0.225371 0.220096 0.707362
32500 0.259218 0.273814 0.270914 0.803946
32600 0.244253 0.267468 0.204798 0.716519
32700 0.204503 0.259994 0.232242 0.696739
32800 0.231852 0.251424 0.227223 0.710499
32900 0.206733 0.245105 0.218797 0.670635
33000 0.20796 0.236878 0.185036 0.629873
33100 0.19245 0.213572 0.204857 0.610879
33200 0.228004 0.225658 0.186467 0.640129
33300 0.253789 0.228614 0.229297 0.711701
33400 0.243576 0.236774 0.24639 0.72674
33500 0.269152 0.257371 0.265009 0.791533
33600 0.251351 0.195866 0.223626 0.670843
33700 0.254876 0.189539 0.271081 0.715495
33800 0.245337 0.195384 0.202615 0.643336
33900 0.236902 0.256331 0.24099 0.734223
34000 0.219907 0.239452 0.24336 0.702719
34100 0.223829 0.231985 0.20815 0.663964
34200 0.251214 0.223895 0.267383 0.742492
34300 0.244249 0.269598 0.246627 0.760474
34400 0.227586 0.21629 0.239654 0.68353
34500 0.295165 0.221338 0.233255 0.749758
34600 0.273143 0.222687 0.217042 0.712872
34700 0.290528 0.215482 0.215106 0.721116
34800 0.243267 0.202029 0.222042 0.667338
34900 0.263784 0.243844 0.222576 0.730204
35000 0.209834 0.237902 0.221881 0.669618
35100 0.288469 0.259258 0.159371 0.707098
35200 0.295207 0.244369 0.220495 0.760071
35300 0.264219 0.225721 0.231552 0.721492
35400 0.297022 0.255316 0.214745 0.767083
35500 0.260321 0.255714 0.288964 0.804999
35600 0.339626 0.254488 0.304105 0.898219
35700 0.298523 0.264867 0.295482 0.858872
35800 0.243406 0.215189 0.211164 0.669759
35900 0.293123 0.267179 0.273898 0.834199
36000 0.32644 0.229211 0.274071 0.829723
36100 0.306231 0.212923 0.302111 0.821265
36200 0.241327 0.192984 0.281733 0.716045
36300 0.2919 0.183807 0.237252 0.712958
36400 0.309793 0.217715 0.229126 0.756634
36500 0.244915 0.17999 0.206022 0.630926
36600 0.239341 0.188806 0.195005 0.623153
36700 0.280125 0.206598 0.186433 0.673156
36800 0.253268 0.178181 0.231309 0.662759
36900 0.309674 0.213044 0.21058 0.733297
37000 0.243594 0.201248 0.202151 0.646993
37100 0.294844 0.20608 0.242111 0.743035
37200 0.30659 0.228821 0.236832 0.772244
37300 0.278357 0.215261 0.248429 0.742047
37400 0.25894 0.224511 0.230952 0.714403
37500 0.329768 0.242019 0.232671 0.804458
37600 0.344462 0.21352 0.288955 0.846937
37700 0.282118 0.21779 0.242897 0.742804
37800 0.282896 0.275354 0.244512 0.802762
37900 0.299505 0.200318 0.209564 0.709387
38000 0.322776 0.262758 0.253404 0.838937
38100 0.297015 0.232832 0.247801 0.777648
38200 0.306509 0.204606 0.211637 0.722752
38300 0.234015 0.226055 0.220242 0.680312
38400 0.281615 0.239384 0.191142 0.712141
38500 0.216359 0.207467 0.194274 0.6181
38600 0.23518 0.241458 0.194419 0.671057
38700 0.227666 0.236835 0.261295 0.725796
38800 0.255104 0.193482 0.193024 0.64161
38900 0.214192 0.181826 0.236685 0.632703
39000 0.20811 0.230809 0.224443 0.663362
39100 0.264054 0.156106 0.212092 0.632251
39200 0.208052 0.190967 0.220623 0.619642
39300 0.253944 0.23778 0.214621 0.706346
39400 0.200723 0.199775 0.217254 0.617752
39500 0.200524 0.15088 0.226964 0.578368
39600 0.20989 0.174422 0.222288 0.6066
39700 0.198814 0.165692 0.249249 0.613756
39800 0.185862 0.185396 0.160608 0.531866
39900 0.252024 0.159773 0.199816 0.611613
40000 0.183812 0.215062 0.195412 0.594286
40100 0.227408 0.155954 0.243959 0.627322
40200 0.218432 0.152411 0.181958 0.552801
40300 0.242713 0.203504 0.193605 0.639822
40400 0.254257 0.181768 0.242442 0.678467
40500 0.225948 0.217119 0.202931 0.645998
40600 0.212927 0.169472 0.223894 0.606292
40700 0.265419 0.186938 0.268312 0.72067
40800 0.222135 0.174444 0.220195 0.616774
40900 0.22555 0.194568 0.215446 0.635565
41000 0.253367 0.19054 0.232425 0.676332
41100 0.218821 0.186435 0.210672 0.615928
41200 0.234775 0.180153 0.191315 0.606243
41300 0.224535 0.160588 0.20178 0.586903
41400 0.243029 0.164012 0.18867 0.595711
41500 0.246478 0.220427 0.186176 0.653082
41600 0.195663 0.190453 0.185041 0.571157
41700 0.21111 0.18878 0.216167 0.616057
41800 0.184015 0.164411 0.189253 0.53768
41900 0.189566 0.187529 0.197063 0.574158
42000 0.22263 0.207817 0.247375 0.677821
42100 0.198358 0.227065 0.217122 0.642545
42200 0.222718 0.214551 0.195221 0.63249
42300 0.272581 0.234225 0.172256 0.679062
42400 0.216929 0.18141 0.197038 0.595376
42500 0.201517 0.218044 0.193241 0.612802
42600 0.235087 0.231847 0.220212 0.687145
42700 0.213273 0.220721 0.253236 0.687229
42800 0.22678 0.251356 0.20311 0.681245
42900 0.209446 0.244219 0.167943 0.621609
43000 0.266808 0.201856 0.179291 0.647954
43100 0.21262 0.244531 0.190058 0.647208
43200 0.225795 0.207323 0.198135 0.631253
43300 0.241694 0.249694 0.213094 0.704482
43400 0.250614 0.232184 0.174104 0.656902
43500 0.269425 0.25173 0.176184 0.697339
43600 0.222779 0.243821 0.137523 0.604123
43700 0.231729 0.26117 0.161156 0.654055
43800 0.297373 0.302481 0.20046 0.800314
43900 0.267402 0.257394 0.186408 0.711204
44000 0.233245 0.211825 0.23234 0.67741
44100 0.246698 0.209741 0.215357 0.671795
44200 0.247497 0.263773 0.225098 0.736368
44300 0.239275 0.174945 0.236179 0.6504
44400 0.284442 0.210123 0.232708 0.727273
44500 0.244625 0.208112 0.241894 0.694632
44600 0.230769 0.186465 0.204981 0.622214
44700 0.244019 0.244896 0.232514 0.721428
44800 0.152709 0.197923 0.221124 0.571756
44900 0.208031 0.224175 0.231363 0.663568
45000 0.200334 0.214386 0.239736 0.654455
45100 0.216098 0.21212 0.233123 0.661341
45200 0.218445 0.198484 0.2347 0.65163
45300 0.210868 0.178959 0.192787 0.582614
45400 0.252781 0.201932 0.234595 0.689308
45500 0.26223 0.252955 0.241899 0.757084
45600 0.214961 0.206923 0.214152 0.636036
45700 0.200093 0.204359 0.218942 0.623394
45800 0.221263 0.264411 0.187428 0.673103
45900 0.216147 0.255519 0.220038 0.691704
46000 0.230367 0.293936 0.188633 0.712936
46100 0.234387 0.277336 0.219833 0.731556
46200 0.223684 0.247055 0.17762 0.648359
46300 0.225144 0.304286 0.233872 0.763301
46400 0.21628 0.280128 0.229663 0.726071
46500 0.197184 0.287417 0.190115 0.674717
46600 0.232065 0.264284 0.213103 0.709452
46700 0.321391 0.272729 0.190396 0.784515
46800 0.284306 0.312476 0.182841 0.779623
46900 0.271517 0.261292 0.169627 0.702436
47000 0.270085 0.265643 0.144522 0.68025
47100 0.235007 0.25637 0.202776 0.694153
47200 0.241156 0.261004 0.173724 0.675883
47300 0.291086 0.276822 0.192998 0.760906
47400 0.29854 0.280182 0.188856 0.767577
47500 0.223933 0.255652 0.170909 0.650494
47600 0.242113 0.28235 0.162426 0.686889
47700 0.264819 0.273735 0.158605 0.697159
47800 0.276083 0.279956 0.187977 0.744016
47900 0.271306 0.278036 0.197514 0.746857
48000 0.271413 0.289746 0.211642 0.7728
48100 0.264952 0.192423 0.178569 0.635943
48200 0.249569 0.207637 0.253484 0.71069
48300 0.249247 0.280319 0.209706 0.739271
48400 0.2364 0.272157 0.242535 0.751092
48500 0.298651 0.296894 0.248219 0.843764
48600 0.326595 0.29634 0.269077 0.892013
48700 0.262803 0.24634 0.208132 0.717275
48800 0.204446 0.268116 0.22406 0.696622
48900 0.228171 0.271101 0.221907 0.721179
49000 0.196651 0.203433 0.226804 0.626888
49100 0.237401 0.23938 0.244981 0.721762
49200 0.214715 0.296871 0.269826 0.781412
49300 0.205064 0.271551 0.237238 0.713853
49400 0.218681 0.21713 0.214239 0.65005
49500 0.19469 0.24279 0.291266 0.728746
49600 0.236123 0.262636 0.263696 0.762455
49700 0.186506 0.298585 0.227803 0.712894
49800 0.253152 0.253413 0.261419 0.767984
49900 0.217622 0.230998 0.247911 0.696531
50000 0.210703 0.243022 0.276923 0.730648
50100 0.217672 0.221074 0.218203 0.656949
50200 0.250664 0.241305 0.297272 0.789241
50300 0.174715 0.244231 0.277083 0.69603
50400 0.220335 0.214922 0.280904 0.716161
50500 0.196264 0.193568 0.28056 0.670391
50600 0.185922 0.205862 0.292194 0.683979
50700 0.172763 0.182005 0.2084 0.563168
50800 0.242408 0.220743 0.264698 0.727848
50900 0.212169 0.232391 0.295905 0.740465
51000 0.282898 0.253578 0.24315 0.779626
51100 0.209146 0.27286 0.250884 0.73289
51200 0.208421 0.262533 0.244338 0.715293
51300 0.170548 0.255196 0.233247 0.658991
51400 0.218468 0.258283 0.238659 0.71541
51500 0.204439 0.249619 0.20566 0.659718
51600 0.220983 0.332385 0.276155 0.829523
51700 0.2354 0.263214 0.260999 0.759613
51800 0.241273 0.238553 0.244539 0.724365
51900 0.161317 0.264528 0.203917 0.629763
52000 0.182362 0.213282 0.209152 0.604795
52100 0.208661 0.210664 0.254173 0.673499
52200 0.20083 0.181565 0.222814 0.605209
52300 0.234303 0.211837 0.247841 0.693981
52400 0.259313 0.246 0.244563 0.749877
52500 0.231396 0.242394 0.228979 0.702768
52600 0.246828 0.257441 0.233019 0.737289
52700 0.290969 0.225792 0.218391 0.735151
52800 0.182234 0.233634 0.224955 0.640823
52900 0.230158 0.285854 0.244769 0.760781
53000 0.203563 0.248372 0.188296 0.640231
53100 0.250845 0.261196 0.232461 0.744502
53200 0.310184 0.273256 0.239214 0.822654
53300 0.256049 0.251643 0.230194 0.737886
53400 0.204609 0.201351 0.180124 0.586084
53500 0.212952 0.309931 0.238594 0.761478
53600 0.250443 0.275818 0.209362 0.735624
53700 0.31427 0.262126 0.253152 0.829548
53800 0.255103 0.310165 0.243475 0.808743
53900 0.293752 0.279365 0.236759 0.809876
54000 0.293041 0.272819 0.194421 0.760281
54100 0.249616 0.249814 0.201907 0.701337
54200 0.227779 0.206935 0.18962 0.624334
54300 0.222494 0.21312 0.215694 0.651308
54400 0.26719 0.204624 0.233971 0.705786
54500 0.245773 0.255472 0.200556 0.7018
54600 0.23433 0.222463 0.182286 0.639079
54700 0.264977 0.262896 0.193376 0.721249
54800 0.260862 0.241353 0.189815 0.69203
54900 0.288296 0.24751 0.188205 0.724012
55000 0.222357 0.253371 0.202991 0.678719
55100 0.189124 0.255648 0.167158 0.61193
55200 0.207589 0.32479 0.165199 0.697579
55300 0.208223 0.31576 0.187633 0.711616
55400 0.213969 0.310267 0.159198 0.683434
55500 0.225802 0.286931 0.193711 0.706445
55600 0.236257 0.277852 0.197899 0.712008
55700 0.25637 0.269103 0.176708 0.70218
55800 0.280491 0.265572 0.166212 0.712275
55900 0.224669 0.33061 0.157581 0.71286
56000 0.261161 0.292827 0.164145 0.718132
56100 0.275053 0.23908 0.133129 0.647262
56200 0.282224 0.249493 0.175584 0.707302
56300 0.279204 0.265033 0.195521 0.739758
56400 0.249887 0.239753 0.164536 0.654176
56500 0.278846 0.234709 0.203463 0.717017
56600 0.238764 0.218755 0.139285 0.596804
56700 0.293173 0.26287 0.15784 0.713884
56800 0.244211 0.229858 0.195024 0.669093
56900 0.278575 0.297779 0.196793 0.773147
57000 0.273009 0.29569 0.234855 0.803554
57100 0.247729 0.21657 0.203053 0.667353
57200 0.209384 0.307433 0.218303 0.73512
57300 0.247386 0.295942 0.208332 0.751659
57400 0.234539 0.278789 0.171804 0.685132
57500 0.248635 0.195896 0.208632 0.653163
57600 0.261999 0.224986 0.184404 0.671389
57700 0.251616 0.261646 0.196597 0.70986
57800 0.275683 0.257632 0.177509 0.710824
57900 0.264176 0.247906 0.195253 0.707335
58000 0.252993 0.220772 0.250342 0.724107
58100 0.270887 0.232233 0.280714 0.783834
58200 0.262669 0.216463 0.274048 0.75318
58300 0.250892 0.229361 0.265811 0.746064
58400 0.261304 0.186322 0.290782 0.738408
58500 0.285699 0.198779 0.248555 0.733033
58600 0.249373 0.177234 0.259929 0.686536
58700 0.227274 0.213018 0.191683 0.631975
58800 0.241531 0.229634 0.203278 0.674443
58900 0.236737 0.258923 0.180553 0.676212
59000 0.267228 0.229109 0.197785 0.694122
59100 0.172176 0.190905 0.193297 0.556378
59200 0.211076 0.213058 0.199307 0.623441
59300 0.197967 0.228788 0.204847 0.631602
59400 0.214571 0.217755 0.17493 0.607256
59500 0.228352 0.237291 0.197974 0.663617
59600 0.191497 0.247104 0.2469 0.685501
59700 0.163983 0.232014 0.233812 0.629809
59800 0.166019 0.260721 0.194075 0.620815
59900 0.200443 0.224434 0.227201 0.652078
60000 0.212993 0.219841 0.232953 0.665787
60100 0.207718 0.186102 0.206467 0.600287
