# step msd_x msd_y msd_z msd_total (Ang^2)
# TimeStep c_msd_Na[1] c_msd_Na[2] c_msd_Na[3] c_msd_Na[4]
60200 0.244026 0.203245 0.232131 0.679402
60300 0.201275 0.177825 0.168098 0.547199
60400 0.190758 0.238736 0.175625 0.605119
60500 0.208596 0.177646 0.199459 0.585701
60600 0.260876 0.243287 0.243689 0.747853
60700 0.226342 0.214276 0.161067 0.601686
60800 0.237505 0.228894 0.202241 0.66864
60900 0.251464 0.204205 0.190609 0.646278
61000 0.204787 0.200102 0.193614 0.598503
61100 0.200044 0.228238 0.214201 0.642483
61200 0.239809 0.228076 0.214312 0.682197
61300 0.229988 0.268963 0.222974 0.721925
61400 0.195983 0.186671 0.168248 0.550902
61500 0.169278 0.230921 0.174571 0.57477
61600 0.217609 0.251377 0.226668 0.695654
61700 0.226959 0.207269 0.20559 0.639818
61800 0.219552 0.225535 0.182749 0.627836
61900 0.231617 0.223975 0.18488 0.640473
62000 0.242563 0.238108 0.239196 0.719868
62100 0.191775 0.201601 0.173353 0.56673
62200 0.197784 0.220815 0.247425 0.666024
62300 0.18649 0.243315 0.233653 0.663458
62400 0.187045 0.299703 0.219064 0.705812
62500 0.175193 0.244719 0.214487 0.634398
62600 0.183474 0.265515 0.198855 0.647844
62700 0.187866 0.211756 0.181421 0.581043
62800 0.165015 0.299673 0.227275 0.691964
62900 0.202841 0.234652 0.215966 0.653459
63000 0.209876 0.181097 0.213285 0.604258
63100 0.222848 0.144536 0.207579 0.574964
63200 0.178426 0.188549 0.234036 0.601011
63300 0.212098 0.189386 0.222991 0.624475
63400 0.194035 0.192994 0.250759 0.637787
63500 0.186893 0.144504 0.195199 0.526595
63600 0.184871 0.18271 0.190563 0.558143
63700 0.192563 0.170158 0.230015 0.592736
63800 0.200467 0.173768 0.226687 0.600923
63900 0.232089 0.231278 0.232279 0.695647
64000 0.247422 0.236711 0.22488 0.709012
64100 0.23617 0.200468 0.211335 0.647973
64200 0.224551 0.204549 0.184057 0.613157
64300 0.232703 0.178679 0.164192 0.575574
64400 0.206187 0.236381 0.172704 0.615271
64500 0.201789 0.207626 0.16391 0.573324
64600 0.226161 0.172084 0.166249 0.564494
64700 0.189392 0.215227 0.191099 0.595719
64800 0.230126 0.264094 0.254477 0.748697
64900 0.2305 0.265434 0.240571 0.736505
65000 0.262576 0.249668 0.177404 0.689648
65100 0.25019 0.259969 0.170034 0.680194
65200 0.253362 0.257998 0.2496 0.76096
65300 0.213744 0.26618 0.199311 0.679235
65400 0.155597 0.217278 0.228184 0.60106
65500 0.195293 0.220975 0.186663 0.602931
65600 0.224079 0.218515 0.212785 0.655379
65700 0.246382 0.283949 0.215177 0.745508
65800 0.229078 0.211544 0.223834 0.664456
65900 0.201589 0.245369 0.181087 0.628045
66000 0.231774 0.281095 0.226628 0.739497
66100 0.211991 0.254566 0.218982 0.685539
66200 0.216788 0.209795 0.205085 0.631667
66300 0.199224 0.220847 0.235781 0.655853
66400 0.18385 0.199395 0.192941 0.576186
66500 0.259852 0.242411 0.205093 0.707356
66600 0.222932 0.184511 0.203396 0.61084
66700 0.239134 0.276083 0.202788 0.718005
66800 0.223343 0.213159 0.218354 0.654855
66900 0.196646 0.260423 0.226045 0.683115
67000 0.19148 0.261678 0.210104 0.663263
67100 0.154334 0.1718 0.17273 0.498864
67200 0.178486 0.209628 0.258157 0.646272
67300 0.216301 0.234728 0.191743 0.642772
67400 0.202986 0.288499 0.225106 0.71659
67500 0.207611 0.20773 0.231048 0.64639
67600 0.202664 0.219081 0.206671 0.628416
67700 0.222633 0.224784 0.221043 0.668459
67800 0.218119 0.205553 0.207804 0.631476
67900 0.262491 0.273318 0.197483 0.733292
68000 0.216199 0.255828 0.182504 0.654531
68100 0.206928 0.30228 0.273464 0.782671
68200 0.202796 0.288111 0.246358 0.737265
68300 0.191673 0.26539 0.241638 0.698702
68400 0.252778 0.256302 0.223224 0.732305
68500 0.233763 0.231857 0.180633 0.646253
68600 0.238682 0.290082 0.21279 0.741554
68700 0.266669 0.265878 0.22163 0.754177
68800 0.243327 0.240227 0.169331 0.652885
68900 0.28772 0.283193 0.18713 0.758043
69000 0.207035 0.251817 0.184913 0.643765
69100 0.199448 0.287082 0.184086 0.670616
69200 0.237794 0.27804 0.258452 0.774287
69300 0.198803 0.258274 0.172717 0.629794
69400 0.164547 0.22498 0.128884 0.518411
69500 0.259578 0.272863 0.16619 0.698631
69600 0.239938 0.193094 0.1367 0.569732
69700 0.222972 0.204844 0.171113 0.598928
69800 0.272308 0.225735 0.178889 0.676932
69900 0.234024 0.258326 0.183154 0.675504
70000 0.230569 0.240876 0.157923 0.629368
70100 0.294811 0.212638 0.151066 0.658515
70200 0.254361 0.189413 0.172607 0.61638
70300 0.307785 0.263872 0.139759 0.711416
70400 0.24149 0.257759 0.186493 0.685743
70500 0.218555 0.244261 0.188977 0.651793
70600 0.218846 0.251072 0.155436 0.625355
70700 0.27088 0.25305 0.147347 0.671276
70800 0.206379 0.236733 0.155851 0.598963
70900 0.194749 0.182389 0.171487 0.548626
71000 0.217408 0.230564 0.214897 0.662869
71100 0.192984 0.222993 0.172212 0.58819
71200 0.195356 0.238936 0.175011 0.609302
71300 0.231681 0.246149 0.150506 0.628337
71400 0.189962 0.214634 0.158793 0.563389
71500 0.197461 0.225816 0.202289 0.625566
71600 0.18818 0.1957 0.156848 0.540728
71700 0.201107 0.202438 0.139033 0.542578
71800 0.242013 0.265012 0.179881 0.686905
71900 0.222167 0.228541 0.13347 0.584178
72000 0.23461 0.223872 0.141511 0.599994
72100 0.261724 0.224282 0.156118 0.642124
72200 0.199981 0.220423 0.196711 0.617115
72300 0.187376 0.186467 0.183129 0.556972
72400 0.215819 0.210871 0.171367 0.598057
72500 0.224033 0.215882 0.231937 0.671851
72600 0.216128 0.216219 0.246774 0.67912
72700 0.209328 0.205531 0.216543 0.631401
72800 0.231194 0.188804 0.197553 0.617551
72900 0.189662 0.220215 0.212581 0.622457
73000 0.232147 0.225094 0.219659 0.676899
73100 0.225796 0.176664 0.196979 0.59944
73200 0.217513 0.202857 0.186122 0.606492
73300 0.21885 0.194609 0.20148 0.614939
73400 0.229248 0.18735 0.175048 0.591646
73500 0.229517 0.210977 0.253085 0.693579
73600 0.213942 0.213705 0.232599 0.660247
73700 0.223509 0.254359 0.232231 0.710098
73800 0.216665 0.211071 0.150543 0.578279
73900 0.246297 0.2191 0.21744 0.682837
74000 0.202375 0.219993 0.187622 0.609991
74100 0.214368 0.183408 0.241753 0.639529
74200 0.201749 0.228396 0.177841 0.607987
74300 0.205775 0.242997 0.188598 0.637371
74400 0.230425 0.270239 0.18053 0.681194
74500 0.188338 0.219235 0.159847 0.56742
74600 0.224622 0.191827 0.153527 0.569976
74700 0.251191 0.221644 0.158078 0.630913
74800 0.206156 0.20335 0.185009 0.594515
74900 0.225258 0.207906 0.206813 0.639977
75000 0.227701 0.245199 0.20413 0.67703
75100 0.239247 0.246159 0.191542 0.676948
75200 0.193062 0.209404 0.166416 0.568881
75300 0.261595 0.230552 0.16494 0.657087
75400 0.234509 0.224474 0.192373 0.651356
75500 0.232251 0.214965 0.207569 0.654785
75600 0.207994 0.19087 0.190266 0.58913
75700 0.195688 0.211053 0.168199 0.57494
75800 0.219684 0.21821 0.175349 0.613243
75900 0.193585 0.210561 0.177194 0.58134
76000 0.21847 0.159849 0.210788 0.589108
76100 0.201417 0.162452 0.170324 0.534192
76200 0.200303 0.242593 0.174736 0.617633
76300 0.239471 0.266576 0.190965 0.697012
76400 0.184917 0.250983 0.207476 0.643375
76500 0.189192 0.222099 0.210175 0.621466
76600 0.216837 0.242635 0.178866 0.638339
76700 0.200846 0.229532 0.208699 0.639077
76800 0.282821 0.221493 0.209867 0.714181
76900 0.26021 0.268481 0.221559 0.750249
77000 0.232903 0.253601 0.16594 0.652444
77100 0.248156 0.249594 0.210496 0.708245
77200 0.211666 0.167838 0.196526 0.57603
77300 0.232703 0.238403 0.191053 0.662159
77400 0.202445 0.265609 0.212772 0.680826
77500 0.20585 0.209464 0.211682 0.626995
77600 0.236725 0.26902 0.225481 0.731225
77700 0.245374 0.275717 0.225033 0.746125
77800 0.21652 0.229558 0.22712 0.673198
77900 0.220042 0.228079 0.193887 0.642008
78000 0.27716 0.195692 0.198269 0.671121
78100 0.276418 0.236564 0.215434 0.728416
78200 0.275191 0.275531 0.214757 0.765479
78300 0.203814 0.255154 0.21081 0.669778
78400 0.244765 0.287558 0.188982 0.721306
78500 0.241329 0.234995 0.195933 0.672258
78600 0.231009 0.228569 0.231504 0.691082
78700 0.254365 0.313261 0.231838 0.799464
78800 0.207155 0.271727 0.195911 0.674793
78900 0.216424 0.261262 0.194182 0.671868
79000 0.187827 0.277253 0.193796 0.658876
79100 0.239223 0.282315 0.22688 0.748418
79200 0.237259 0.262282 0.209973 0.709514
79300 0.240248 0.225029 0.271252 0.736528
79400 0.267738 0.228247 0.250942 0.746927
79500 0.258623 0.259057 0.207059 0.724739
79600 0.174139 0.249731 0.208621 0.63249
79700 0.190951 0.274934 0.232451 0.698336
79800 0.217473 0.252196 0.233304 0.702973
79900 0.23774 0.280996 0.217921 0.736657
80000 0.238907 0.240439 0.25498 0.734326
80100 0.23295 0.271287 0.204989 0.709226
80200 0.252814 0.239701 0.175819 0.668335
80300 0.233833 0.218496 0.206848 0.659176
80400 0.250541 0.188957 0.237013 0.676511
80500 0.203289 0.248445 0.189683 0.641417
80600 0.257994 0.236514 0.196164 0.690672
80700 0.280591 0.215109 0.221606 0.717306
80800 0.305879 0.22139 0.186128 0.713397
80900 0.248553 0.25976 0.20507 0.713384
81000 0.25695 0.214504 0.24393 0.715384
81100 0.287805 0.224365 0.228183 0.740352
81200 0.30418 0.192465 0.269819 0.766464
81300 0.312293 0.203909 0.248572 0.764774
81400 0.281383 0.256901 0.22981 0.768095
81500 0.23758 0.24034 0.213053 0.690973
81600 0.268013 0.195517 0.230856 0.694386
81700 0.282842 0.20423 0.204247 0.691319
81800 0.293832 0.187862 0.209336 0.69103
81900 0.308241 0.201641 0.197011 0.706892
82000 0.302994 0.183648 0.21203 0.698672
82100 0.25137 0.173582 0.217133 0.642085
82200 0.216771 0.184484 0.221906 0.623161
82300 0.277385 0.236152 0.201268 0.714805
82400 0.274393 0.23007 0.220262 0.724725
82500 0.255089 0.2098 0.220234 0.685123
82600 0.29688 0.211126 0.245023 0.753029
82700 0.217898 0.236809 0.196239 0.650946
82800 0.18334 0.201697 0.223943 0.608981
82900 0.184175 0.201959 0.192875 0.579009
83000 0.240311 0.190287 0.185336 0.615934
83100 0.244047 0.215224 0.23178 0.691051
83200 0.18738 0.199119 0.224086 0.610584
83300 0.19714 0.19927 0.228796 0.625206
83400 0.2666 0.240586 0.214522 0.721708
83500 0.195214 0.200304 0.185872 0.581389
83600 0.181525 0.208165 0.183025 0.572716
83700 0.215692 0.269196 0.212266 0.697154
83800 0.211408 0.228223 0.19205 0.631682
83900 0.209316 0.223255 0.231663 0.664234
84000 0.248184 0.23686 0.207056 0.6921
84100 0.24515 0.218462 0.224252 0.687863
84200 0.250049 0.23843 0.175361 0.66384
84300 0.216386 0.250816 0.164667 0.631868
84400 0.245865 0.229585 0.193363 0.668812
84500 0.248541 0.198448 0.169566 0.616555
84600 0.218377 0.202211 0.18676 0.607348
84700 0.198921 0.218578 0.174198 0.591696
84800 0.189908 0.245266 0.177752 0.612926
84900 0.210803 0.258532 0.195574 0.66491
85000 0.222185 0.243171 0.197915 0.663271
85100 0.229183 0.220579 0.210417 0.66018
85200 0.190635 0.203282 0.202397 0.596314
85300 0.173863 0.169677 0.166987 0.510527
85400 0.20041 0.181824 0.174943 0.557177
85500 0.199001 0.19386 0.216984 0.609845
85600 0.196546 0.236025 0.196095 0.628666
85700 0.221142 0.184288 0.249719 0.655149
85800 0.194895 0.26768 0.228355 0.69093
85900 0.251036 0.26351 0.183795 0.69834
86000 0.263339 0.216222 0.209926 0.689487
86100 0.283386 0.250025 0.212775 0.746186
86200 0.246401 0.252797 0.226074 0.725273
86300 0.236689 0.227515 0.228509 0.692714
86400 0.258633 0.223047 0.178396 0.660076
86500 0.207208 0.205977 0.181538 0.594723
86600 0.160112 0.234226 0.21226 0.606598
86700 0.239634 0.263723 0.189649 0.693006
86800 0.174138 0.192407 0.153691 0.520237
86900 0.205777 0.264371 0.221772 0.69192
87000 0.23859 0.190649 0.180408 0.609648
87100 0.200055 0.214234 0.229686 0.643974
87200 0.248419 0.202544 0.204548 0.655511
87300 0.195035 0.182572 0.164954 0.542561
87400 0.189454 0.203334 0.173794 0.566583
87500 0.175136 0.269295 0.193599 0.638031
87600 0.176675 0.261288 0.169026 0.606989
87700 0.187827 0.217478 0.172893 0.578198
87800 0.199216 0.220453 0.206121 0.62579
87900 0.207433 0.30465 0.21693 0.729014
88000 0.177282 0.271319 0.174258 0.62286
88100 0.126151 0.281636 0.207855 0.615642
88200 0.1358 0.249386 0.146692 0.531877
88300 0.161492 0.264815 0.218248 0.644555
88400 0.182903 0.18521 0.168288 0.536401
88500 0.146911 0.234449 0.151003 0.532363
88600 0.195824 0.272136 0.173291 0.64125
88700 0.178556 0.171316 0.202897 0.55277
88800 0.142919 0.283488 0.196111 0.622518
88900 0.215327 0.273001 0.184829 0.673158
89000 0.195882 0.214529 0.193622 0.604032
89100 0.210689 0.291379 0.237155 0.739222
89200 0.229525 0.313114 0.201043 0.743682
89300 0.243206 0.322097 0.215575 0.780878
89400 0.273442 0.323497 0.269916 0.866855
89500 0.224149 0.287759 0.288831 0.800738
89600 0.253831 0.319311 0.272629 0.845771
89700 0.262837 0.298915 0.22884 0.790591
89800 0.214768 0.244379 0.228116 0.687263
89900 0.181304 0.220394 0.227708 0.629405
90000 0.22967 0.249495 0.230046 0.709211
90100 0.235627 0.2397 0.218978 0.694305
90200 0.21791 0.256756 0.207751 0.682418
90300 0.204967 0.224862 0.210823 0.640652
90400 0.250734 0.282153 0.212525 0.745412
90500 0.224814 0.291204 0.188095 0.704114
90600 0.221424 0.232763 0.209318 0.663505
90700 0.207109 0.184509 0.191199 0.582817
90800 0.252674 0.189541 0.204371 0.646586
90900 0.252585 0.170921 0.211442 0.634947
91000 0.257391 0.266492 0.205444 0.729327
91100 0.210861 0.262183 0.221117 0.694161
91200 0.188681 0.23564 0.227588 0.65191
91300 0.221282 0.25536 0.214792 0.691434
91400 0.215763 0.273958 0.158691 0.648411
91500 0.161066 0.155422 0.186511 0.503
91600 0.157098 0.224392 0.230271 0.611761
91700 0.169422 0.221655 0.165182 0.556259
91800 0.236846 0.171071 0.195733 0.60365
91900 0.222076 0.205675 0.198496 0.626247
92000 0.210125 0.259434 0.188623 0.658182
92100 0.198855 0.179883 0.195754 0.574492
92200 0.162926 0.222182 0.175955 0.561063
92300 0.200012 0.195007 0.175299 0.570318
92400 0.211138 0.234383 0.187676 0.633197
92500 0.191596 0.229091 0.185225 0.605912
92600 0.247023 0.231979 0.204376 0.683379
92700 0.238677 0.258212 0.189018 0.685907
92800 0.187996 0.239573 0.157129 0.584698
92900 0.203815 0.254734 0.224933 0.683482
93000 0.219424 0.238824 0.239572 0.69782
93100 0.281947 0.209578 0.201738 0.693263
93200 0.261095 0.275086 0.19508 0.73126
93300 0.281007 0.246687 0.223841 0.751534
93400 0.249015 0.256772 0.172538 0.678326
93500 0.229184 0.260241 0.22147 0.710894
93600 0.206758 0.234035 0.200248 0.64104
93700 0.288853 0.235818 0.241491 0.766162
93800 0.263599 0.224376 0.258924 0.746899
93900 0.296133 0.27949 0.248701 0.824325
94000 0.247867 0.309728 0.310991 0.868586
94100 0.265776 0.298285 0.237551 0.801612
94200 0.235167 0.294923 0.220364 0.750455
94300 0.243972 0.292594 0.239114 0.77568
94400 0.286163 0.312541 0.233991 0.832694
94500 0.31089 0.273256 0.192968 0.777113
94600 0.247195 0.241475 0.217133 0.705803
94700 0.236122 0.293059 0.228938 0.758119
94800 0.293581 0.329063 0.226917 0.849561
94900 0.222554 0.271587 0.224175 0.718316
95000 0.258787 0.288552 0.24638 0.793719
95100 0.250863 0.329029 0.214664 0.794555
95200 0.246994 0.297059 0.201599 0.745652
95300 0.306373 0.319002 0.280085 0.90546
95400 0.25766 0.292568 0.255227 0.805454
95500 0.289776 0.290821 0.272061 0.852658
95600 0.233845 0.314382 0.254644 0.802871
95700 0.271497 0.297708 0.203991 0.773196
95800 0.246976 0.223364 0.186631 0.65697
95900 0.23925 0.214017 0.214049 0.667316
96000 0.292922 0.217039 0.214627 0.724589
96100 0.263166 0.194968 0.194459 0.652593
96200 0.315939 0.189947 0.16968 0.675566
96300 0.248166 0.225245 0.189114 0.662525
96400 0.234803 0.232478 0.175452 0.642733
96500 0.244825 0.220725 0.252027 0.717577
96600 0.245065 0.195342 0.258859 0.699266
96700 0.224704 0.223479 0.261535 0.709717
96800 0.212345 0.284081 0.239902 0.736328
96900 0.23128 0.204761 0.215564 0.651605
97000 0.215698 0.305011 0.248796 0.769505
97100 0.226362 0.218662 0.251778 0.696802
97200 0.20505 0.244055 0.245498 0.694603
97300 0.230372 0.186102 0.228611 0.645085
97400 0.209012 0.210597 0.17936 0.598968
97500 0.21396 0.169906 0.211976 0.595842
97600 0.248499 0.221566 0.225416 0.695481
97700 0.182494 0.186257 0.192802 0.561553
97800 0.205715 0.164548 0.198307 0.568571
97900 0.215313 0.202767 0.208205 0.626285
98000 0.214021 0.217722 0.215491 0.647234
98100 0.166376 0.194989 0.180078 0.541442
98200 0.158093 0.171255 0.213259 0.542607
98300 0.240629 0.241096 0.230265 0.71199
98400 0.210406 0.186681 0.208277 0.605363
98500 0.249949 0.233199 0.23625 0.719397
98600 0.26182 0.194364 0.248812 0.704996
98700 0.266387 0.193095 0.237638 0.697121
98800 0.248465 0.256462 0.240675 0.745602
98900 0.21935 0.234178 0.235924 0.689452
99000 0.260167 0.229709 0.288543 0.778419
99100 0.201377 0.195598 0.177913 0.574889
99200 0.223082 0.215736 0.225039 0.663857
99300 0.273684 0.215263 0.206 0.694946
99400 0.215503 0.176383 0.256245 0.648131
99500 0.224008 0.227544 0.212457 0.664009
99600 0.297776 0.177849 0.20354 0.679165
99700 0.283794 0.190834 0.244952 0.71958
99800 0.280898 0.220879 0.230555 0.732333
99900 0.256899 0.261038 0.241976 0.759914
100000 0.256924 0.206642 0.256606 0.720172
100100 0.237034 0.229516 0.289029 0.755579
100200 0.276666 0.191347 0.289822 0.757835
100300 0.280833 0.271911 0.205983 0.758727
100400 0.228686 0.216883 0.236374 0.681944
100500 0.245304 0.222423 0.222777 0.690503
100600 0.252433 0.183559 0.202817 0.638809
100700 0.224454 0.27582 0.178281 0.678556
100800 0.22357 0.283449 0.239277 0.746296
100900 0.241768 0.245603 0.255335 0.742706
101000 0.207034 0.219872 0.223002 0.649908
101100 0.201228 0.242707 0.218706 0.66264
101200 0.200349 0.231154 0.227461 0.658964
101300 0.227998 0.241301 0.229152 0.698451
101400 0.22114 0.233161 0.201765 0.656065
101500 0.20836 0.263617 0.224616 0.696593
101600 0.226168 0.228863 0.235331 0.690362
101700 0.26692 0.205309 0.253582 0.725811
101800 0.25751 0.262753 0.228083 0.748345
101900 0.242816 0.218572 0.192498 0.653887
102000 0.268937 0.252659 0.215449 0.737045
102100 0.256924 0.246273 0.165513 0.668711
102200 0.209255 0.246739 0.210535 0.666528
102300 0.274667 0.244401 0.175059 0.694127
102400 0.259878 0.224749 0.20872 0.693348
102500 0.21675 0.223564 0.203675 0.643989
102600 0.258996 0.213762 0.194518 0.667276
102700 0.279321 0.225072 0.226727 0.731119
102800 0.248326 0.240016 0.252321 0.740664
102900 0.239584 0.226266 0.263215 0.729065
103000 0.267628 0.249507 0.248598 0.765733
103100 0.233544 0.25912 0.240206 0.73287
103200 0.238567 0.25514 0.263355 0.757062
103300 0.24352 0.234552 0.201179 0.679251
103400 0.242422 0.246566 0.216933 0.705921
103500 0.293934 0.241158 0.177275 0.712367
103600 0.225915 0.250751 0.207755 0.684421
103700 0.254479 0.24543 0.250833 0.750742
103800 0.24962 0.287983 0.191644 0.729247
103900 0.211251 0.255078 0.156106 0.622434
104000 0.250048 0.250826 0.170272 0.671146
104100 0.229252 0.315407 0.177532 0.72219
104200 0.265552 0.307136 0.188026 0.760714
104300 0.21014 0.260324 0.201718 0.672182
104400 0.209039 0.235137 0.165022 0.609197
104500 0.226174 0.251552 0.180599 0.658325
104600 0.208903 0.272871 0.178126 0.6599
104700 0.199359 0.221725 0.175523 0.596607
104800 0.221406 0.296316 0.192327 0.710049
104900 0.22535 0.23603 0.186234 0.647614
105000 0.257784 0.244582 0.216958 0.719324
105100 0.280921 0.224639 0.194499 0.700059
105200 0.251524 0.242266 0.188676 0.682467
105300 0.230848 0.234803 0.162712 0.628363
105400 0.199833 0.207214 0.209792 0.616839
105500 0.207561 0.228504 0.189296 0.625361
105600 0.246398 0.199855 0.142913 0.589166
105700 0.248267 0.253727 0.231255 0.733249
105800 0.208212 0.177647 0.182259 0.568118
105900 0.228215 0.213149 0.153228 0.594592
106000 0.204487 0.266766 0.178805 0.650058
106100 0.222143 0.198191 0.186905 0.60724
106200 0.198233 0.168952 0.192401 0.559586
106300 0.217016 0.220272 0.156818 0.594107
106400 0.22955 0.200531 0.187146 0.617227
106500 0.209232 0.240725 0.232032 0.681989
106600 0.228426 0.20169 0.20459 0.634706
106700 0.222752 0.202324 0.180522 0.605598
106800 0.249112 0.232859 0.185332 0.667303
106900 0.247566 0.188051 0.220588 0.656205
107000 0.236233 0.278578 0.217897 0.732708
107100 0.171181 0.224963 0.170798 0.566942
107200 0.216108 0.172695 0.166632 0.555435
107300 0.227065 0.248548 0.19353 0.669142
107400 0.225818 0.254028 0.190774 0.670619
107500 0.21178 0.218732 0.193297 0.623809
107600 0.231564 0.192177 0.177647 0.601389
107700 0.220892 0.228007 0.175656 0.624554
107800 0.243211 0.196946 0.173393 0.61355
107900 0.202551 0.206542 0.159889 0.568982
108000 0.209988 0.237719 0.159962 0.607669
108100 0.217085 0.22287 0.174075 0.61403
108200 0.192734 0.225567 0.193198 0.611498
108300 0.23699 0.18858 0.216463 0.642033
108400 0.237363 0.221457 0.165428 0.624248
108500 0.247075 0.23595 0.208989 0.692014
108600 0.215278 0.20523 0.202592 0.6231
108700 0.254775 0.259794 0.22569 0.740258
108800 0.255906 0.203526 0.229023 0.688455
108900 0.224351 0.220539 0.28962 0.73451
109000 0.192252 0.200058 0.283193 0.675503
109100 0.221491 0.229348 0.263815 0.714653
109200 0.335901 0.217073 0.287965 0.840939
109300 0.216991 0.23475 0.205887 0.657628
109400 0.215479 0.234711 0.194544 0.644734
109500 0.204431 0.21205 0.230606 0.647088
109600 0.263543 0.242368 0.253201 0.759112
109700 0.203758 0.215223 0.190009 0.60899
109800 0.223531 0.268571 0.209619 0.701721
109900 0.246408 0.221587 0.247347 0.715343
110000 0.284939 0.2217 0.239628 0.746266
110100 0.261883 0.219923 0.221211 0.703017
110200 0.281749 0.241012 0.230989 0.75375
110300 0.205572 0.249157 0.249689 0.704418
110400 0.257066 0.215466 0.205983 0.678515
110500 0.239561 0.201127 0.216708 0.657396
110600 0.251178 0.1987 0.274105 0.723982
110700 0.236148 0.270341 0.228041 0.73453
110800 0.272291 0.227359 0.273841 0.773491
110900 0.239106 0.266493 0.230115 0.735714
111000 0.207724 0.262611 0.220493 0.690827
111100 0.1822 0.240351 0.185366 0.607917
111200 0.175135 0.248668 0.164326 0.588129
111300 0.182335 0.279997 0.202618 0.66495
111400 0.238092 0.240057 0.202221 0.680371
111500 0.204243 0.293409 0.218461 0.716113
111600 0.204886 0.250298 0.196141 0.651325
111700 0.231871 0.21946 0.189933 0.641265
111800 0.238298 0.244364 0.239492 0.722155
111900 0.258426 0.241729 0.240291 0.740446
112000 0.253046 0.25543 0.23956 0.748037
112100 0.27918 0.213946 0.264558 0.757684
112200 0.23773 0.264331 0.228545 0.730605
112300 0.203151 0.244065 0.226246 0.673462
112400 0.226908 0.273872 0.24381 0.74459
112500 0.247779 0.317641 0.239357 0.804777
112600 0.182128 0.276887 0.218535 0.677551
112700 0.181078 0.263271 0.210944 0.655294
112800 0.198547 0.289829 0.248313 0.736688
112900 0.147018 0.303286 0.234078 0.684382
113000 0.246075 0.332191 0.195476 0.773743
113100 0.216841 0.302951 0.273414 0.793206
113200 0.255599 0.373638 0.289307 0.918544
113300 0.200818 0.277765 0.264184 0.742767
113400 0.199178 0.248295 0.281782 0.729254
113500 0.264504 0.331863 0.290778 0.887146
113600 0.271028 0.285869 0.228203 0.7851
113700 0.256929 0.317577 0.250451 0.824957
113800 0.281606 0.238775 0.266597 0.786978
113900 0.244363 0.223582 0.18701 0.654955
114000 0.238228 0.247048 0.227718 0.712994
114100 0.266142 0.228479 0.230466 0.725087
114200 0.247937 0.311196 0.287674 0.846808
114300 0.290816 0.212239 0.174714 0.67777
114400 0.224875 0.26592 0.221022 0.711817
114500 0.292875 0.243356 0.202772 0.739004
114600 0.267954 0.273426 0.239423 0.780803
114700 0.255986 0.31959 0.267939 0.843515
114800 0.30544 0.332081 0.234869 0.87239
114900 0.21797 0.316626 0.225125 0.759721
115000 0.229465 0.281563 0.218339 0.729367
115100 0.213942 0.262578 0.216652 0.693172
115200 0.232173 0.346002 0.192324 0.770498
115300 0.231533 0.262216 0.185549 0.679298
115400 0.249251 0.227689 0.17845 0.655391
115500 0.267158 0.303868 0.224435 0.795461
115600 0.231883 0.29395 0.19857 0.724402
115700 0.207132 0.309169 0.185669 0.701969
115800 0.2451 0.313885 0.222439 0.781424
115900 0.208647 0.317924 0.212748 0.739319
116000 0.270745 0.313043 0.202434 0.786222
116100 0.215849 0.273591 0.156513 0.645953
116200 0.230005 0.227957 0.179365 0.637327
116300 0.18057 0.322964 0.229479 0.733013
116400 0.184493 0.315866 0.203119 0.703477
116500 0.190757 0.268461 0.144472 0.60369
116600 0.226905 0.31302 0.19098 0.730906
116700 0.276943 0.252226 0.2081 0.737269
116800 0.243351 0.255291 0.159082 0.657724
116900 0.226088 0.256527 0.165007 0.647622
117000 0.249576 0.2595 0.174549 0.683625
117100 0.225496 0.212023 0.200464 0.637983
117200 0.243713 0.270941 0.216609 0.731263
117300 0.229055 0.258301 0.233132 0.720487
117400 0.255706 0.21858 0.193965 0.668251
117500 0.225701 0.246555 0.19389 0.666145
117600 0.233547 0.205778 0.177381 0.616705
117700 0.253187 0.205763 0.255097 0.714046
117800 0.220717 0.210134 0.237322 0.668173
117900 0.260903 0.243891 0.216152 0.720947
118000 0.345395 0.27142 0.207835 0.82465
118100 0.3171 0.279265 0.181706 0.77807
118200 0.29392 0.254583 0.199682 0.748185
118300 0.275233 0.253064 0.181273 0.709569
118400 0.249722 0.242027 0.179999 0.671748
118500 0.238403 0.193104 0.194964 0.626471
118600 0.28087 0.238107 0.203258 0.722234
118700 0.233767 0.208004 0.186568 0.628339
118800 0.231927 0.242827 0.183322 0.658077
118900 0.268607 0.263584 0.207055 0.739247
119000 0.258031 0.291096 0.202656 0.751783
119100 0.247475 0.234826 0.204432 0.686733
119200 0.289112 0.342097 0.203543 0.834751
119300 0.281681 0.309282 0.251456 0.842418
119400 0.27145 0.257829 0.203061 0.73234
119500 0.195526 0.268579 0.23069 0.694796
119600 0.260586 0.252848 0.215929 0.729363
119700 0.252122 0.269813 0.242505 0.76444
119800 0.234232 0.256114 0.205509 0.695855
119900 0.25113 0.267588 0.233957 0.752675
120000 0.239433 0.234966 0.237426 0.711826
120100 0.239008 0.239978 0.207562 0.686548
120200 0.30493 0.30294 0.206739 0.814609
120300 0.29538 0.264932 0.22426 0.784573
120400 0.290153 0.277334 0.257153 0.82464
120500 0.289712 0.263908 0.268582 0.822202
120600 0.273524 0.232889 0.235038 0.741451
